代碼,商品,新聞內容,日期
2317,鴻海,iPhone 12超級周期 熱到9月,2021/3/2
2324,仁寶,智慧表台系鏈 業績喊衝,2021/3/2
2330,台積電,台積電 12吋產能Q2釋放,2021/3/2
2330,台積電,破天荒 晶圓代工漲價溯及既往,2021/3/2
2344,華邦電,三大廠缺產能 DRAM現貨價飆,2021/3/2
2353,宏碁,日PC需求暴增 雙A大利多,2021/3/2
2357,華碩,日PC需求暴增 雙A大利多,2021/3/2
2360,致茂,電動車三雄 外資喊買,2021/3/2
2371,大同,大同攻電動車 拚進豐田鏈,2021/3/2
2382,廣達,智慧表台系鏈 業績喊衝,2021/3/2
2383,台光電,銅箔基板廠 營運熱轉,2021/3/2
2408,南亞科,三大廠缺產能 DRAM現貨價飆,2021/3/2
2439,美律,美律 有望再獲大訂單,2021/3/2
2454,聯發科,高通大缺貨 交期延長30周,2021/3/2
2480,敦陽科,資訊服務業 榮景再現,2021/3/2
2610,華航,航空運價超旺 漲到大陸倍數,2021/3/2
2618,長榮航,航空運價超旺 漲到大陸倍數,2021/3/2
3006,晶豪科,三大廠缺產能 DRAM現貨價飆,2021/3/2
3029,零壹,資訊服務業 榮景再現,2021/3/2
3034,聯詠,漲聲又響 驅動IC廠嗨翻,2021/3/2
3152,璟德,璟德：4月起部分商品漲3~4成,2021/3/2
3260,威剛,記憶體模組廠 訂單滿載,2021/3/2
3264,欣銓,欣銓今明兩年 成長動能強勁,2021/3/2
3293,鈊象,鈊象 樂觀看待今年營運,2021/3/2
3545,敦泰,漲聲又響 驅動IC廠嗨翻,2021/3/2
3576,聯合再生,太陽能聚光 再掀漲風,2021/3/2
4510,高鋒,陸市場回溫 工具機廠春燕到,2021/3/2
4513,福裕,陸市場回溫 工具機廠春燕到,2021/3/2
4526,東台,陸市場回溫 工具機廠春燕到,2021/3/2
4533,協易機,陸市場回溫 工具機廠春燕到,2021/3/2
4563,百德,陸市場回溫 工具機廠春燕到,2021/3/2
4938,和碩,iPhone 12超級周期 熱到9月,2021/3/2
4961,天鈺,漲聲又響 驅動IC廠嗨翻,2021/3/2
4967,十銓,記憶體模組廠 訂單滿載,2021/3/2
4968,立積,立積WiFi 6訂單湧入 展望樂觀,2021/3/2
5347,世界,破天荒 晶圓代工漲價溯及既往,2021/3/2
5351,鈺創,VR商機重燃 驊訊、鈺創樂,2021/3/2
6112,聚碩,資訊服務業 榮景再現,2021/3/2
6213,聯茂,銅箔基板廠 營運熱轉,2021/3/2
6237,驊訊,VR商機重燃 驊訊、鈺創樂,2021/3/2
6244,茂迪,太陽能聚光 再掀漲風,2021/3/2
6274,台燿,銅箔基板廠 營運熱轉,2021/3/2
6443,元晶,太陽能聚光 再掀漲風,2021/3/2
6505,台塑化,台塑四寶 迎史上最強Q1,2021/3/2
6605,帝寶,汽車副廠零件商機 逆勢噴發,2021/3/2
6609,瀧澤科,陸市場回溫 工具機廠春燕到,2021/3/2
6670,復盛應用,高球桿頭四雄 訂單排到Q3,2021/3/2
8016,矽創,漲聲又響 驅動IC廠嗨翻,2021/3/2
8044,網家,網家衝網路金融 三路並進,2021/3/2
8924,大田,高球桿頭四雄 訂單排到Q3,2021/3/2
8928,鉅明,高球桿頭四雄 訂單排到Q3,2021/3/2
8938,明安,高球桿頭四雄 訂單排到Q3,2021/3/2
9103,美德醫療-DR,防疫物資夯 美德醫療-DR大賺4.79個股本,2021/3/2
2013,中鋼構,內外皆美 豐興、中鋼構去年大賺,2021/2/26
2015,豐興,內外皆美 豐興、中鋼構去年大賺,2021/2/26
2301,光寶科,攻車電 台達電、光寶科啟動併購,2021/2/26
2308,台達電,攻車電 台達電、光寶科啟動併購,2021/2/26
2337,旺宏,記憶體超搶手 Q2又要漲價,2021/2/26
2344,華邦電,記憶體超搶手 Q2又要漲價,2021/2/26
2610,華航,航空雙雄貨運價 大漲四成,2021/2/26
2618,長榮航,航空雙雄貨運價 大漲四成,2021/2/26
2636,台驊投控,台驊投控轉投資股票獲利豐 今年業績旺,2021/2/26
3515,華擎,華擎賺逾一股本 發股利8元,2021/2/26
3563,牧德,牧德：今年重回成長軌道,2021/2/26
3673,TPK-KY,TPK-KY Q1營收有望成長10%,2021/2/26
3680,家登,家登：未來3~5年獲利 步步高,2021/2/26
6176,瑞儀,瑞儀 連三年賺一股本,2021/2/26
6239,力成,鎧俠建新廠 力成直接受惠,2021/2/26
6679,鈺太,鈺太 擴大出貨特斯拉,2021/2/26
1301,台塑,石化搶料大戰 報價再調漲,2021/2/25
1303,南亞,石化搶料大戰 報價再調漲,2021/2/25
1304,台聚,聯成/台聚 今年展望樂觀,2021/2/25
1313,聯成,聯成/台聚 今年展望樂觀,2021/2/25
2002,中鋼,寶鋼 4月內銷盤價看漲,2021/2/25
2014,中鴻,拉尾盤 中鴻去年每股賺0.37元,2021/2/25
2308,台達電,台達電報喜 去年EPS 9.81元,2021/2/25
2308,台達電,美遞電動車電池合作 橄欖枝,2021/2/25
2317,鴻海,鴻海大突破 奪美電動車訂單,2021/2/25
2327,國巨,大摩 調升國巨目標價至735元,2021/2/25
2330,台積電,美揪台廠 組半導體聯盟,2021/2/25
2382,廣達,華為推新NB 廣達/和碩補,2021/2/25
2481,強茂,陸二極體廠再漲 台供應鏈樂,2021/2/25
2492,華新科,晶片電阻掀漲風 華新科跟進,2021/2/25
3037,欣興,欣興 四大投資計畫啟動,2021/2/25
3675,德微,陸二極體廠再漲 台供應鏈樂,2021/2/25
3711,日月光投控,美揪台廠 組半導體聯盟,2021/2/25
4540,全球傳動,訂單旺 全球傳動重金擴產,2021/2/25
4721,美琪瑪,美遞電動車電池合作 橄欖枝,2021/2/25
4739,康普,美遞電動車電池合作 橄欖枝,2021/2/25
4743,合一,合一利多 ON101獲藥證,2021/2/25
4938,和碩,華為推新NB 廣達/和碩補,2021/2/25
5227,立凱-KY,美遞電動車電池合作 橄欖枝,2021/2/25
5425,台半,陸二極體廠再漲 台供應鏈樂,2021/2/25
5471,松翰,松翰去年淨利飆兩倍 每股賺6.11元,2021/2/25
6153,嘉聯益,重返蘋鏈 嘉聯益2021營運可期,2021/2/25
6488,環球晶,台灣矽晶圓廠 美拉攏對象,2021/2/25
8038,長園科,美遞電動車電池合作 橄欖枝,2021/2/25
8046,南電,南電目標價 喊到420元,2021/2/25
8255,朋程,陸二極體廠再漲 台供應鏈樂,2021/2/25
8299,群聯,群聯 今年營收挑戰500億元新高,2021/2/25
9919,康那香,康那香純益創高 發3元現金,2021/2/25
1264,德麥,三管齊下 德麥今年業績看增雙位數,2021/2/24
1476,儒鴻,億豐、寶雅、儒鴻 內外資喊買,2021/2/24
1517,利奇,利奇 2021獲利拚賺倍,2021/2/24
2006,東和鋼鐵,豐興開漲價 電爐廠受惠,2021/2/24
2015,豐興,豐興開漲價 電爐廠受惠,2021/2/24
2049,上銀,柯拔希：今年機械設備出口有望成長15%,2021/2/24
2201,裕隆,嚴陳莉蓮：裕隆轉型 迎向四化,2021/2/24
2308,台達電,被動元件熱 台達電旗下乾坤大擴廠,2021/2/24
2312,金寶,金寶 躍星鏈計畫大贏家,2021/2/24
2314,台揚,金寶 躍星鏈計畫大贏家,2021/2/24
2330,台積電,台積小金雞將登興櫃 國壽、富邦壽瘋搶,2021/2/24
2330,台積電,蘋果新MacBook Pro 台廠吃補,2021/2/24
2344,華邦電,蘋果新MacBook Pro 台廠吃補,2021/2/24
2458,義隆,大缺貨 義隆/盛群停接新單,2021/2/24
2610,華航,航空雙雄貨運 旺到Q3,2021/2/24
2618,長榮航,航空雙雄貨運 旺到Q3,2021/2/24
3017,奇鋐,華為新機熱 兆利/奇鋐進補,2021/2/24
3152,璟德,璟德 去年每股賺12.02元,2021/2/24
3548,兆利,華為新機熱 兆利/奇鋐進補,2021/2/24
3576,聯合再生,屋頂光電建置 二度調高目標,2021/2/24
3711,日月光投控,蘋果新MacBook Pro 台廠吃補,2021/2/24
4174,浩鼎,浩鼎肉毒製劑 授權子公司,2021/2/24
4967,十銓,十銓元月獲利 賺贏去年第四季,2021/2/24
5904,寶雅,億豐、寶雅、儒鴻 內外資喊買,2021/2/24
6104,創惟,蘋果新MacBook Pro 台廠吃補,2021/2/24
6202,盛群,大缺貨 義隆/盛群停接新單,2021/2/24
6202,盛群,盛群 打入亞馬遜智慧貨架系統,2021/2/24
6443,元晶,屋頂光電建置 二度調高目標,2021/2/24
6505,台塑化,高盛喊油價 上衝75美元,2021/2/24
6589,台康生技,台康生技年營收 拚增九成,2021/2/24
8383,千附,水荒 水資源概念股冒出頭,2021/2/24
8464,億豐,億豐、寶雅、儒鴻 內外資喊買,2021/2/24
8936,國統,水荒 水資源概念股冒出頭,2021/2/24
1101,台泥,台泥、亞泥 Q1營運不淡,2021/2/23
1102,亞泥,台泥、亞泥 Q1營運不淡,2021/2/23
1303,南亞,物價看升 能源/原料股漲相佳,2021/2/23
1303,南亞,德州石化業停產效應 SM、EG近兩周飆升逾一成,2021/2/23
1310,台苯,物價看升 能源/原料股漲相佳,2021/2/23
1310,台苯,德州石化業停產效應 SM、EG近兩周飆升逾一成,2021/2/23
1312,國喬,物價看升 能源/原料股漲相佳,2021/2/23
1312,國喬,德州石化業停產效應 SM、EG近兩周飆升逾一成,2021/2/23
1313,聯成,物價看升 能源/原料股漲相佳,2021/2/23
1432,大魯閣,南仁湖/大魯閣 2月看旺,2021/2/23
1476,儒鴻,儒鴻、聚陽 訂單看到Q3,2021/2/23
1477,聚陽,儒鴻、聚陽 訂單看到Q3,2021/2/23
1504,東元,節能家電退稅 延長二年,2021/2/23
1589,永冠-KY,需求熱絡 永冠-KY泰國廠提前動工,2021/2/23
1604,聲寶,節能家電退稅 延長二年,2021/2/23
1605,華新,乾淨能源浪潮帶動 電纜業訂單看到五年後,2021/2/23
1710,東聯,物價看升 能源/原料股漲相佳,2021/2/23
1710,東聯,德州石化業停產效應 SM、EG近兩周飆升逾一成,2021/2/23
2002,中鋼,陸調控鋼鐵產能 台廠利多,2021/2/23
2009,第一銅,乾淨能源浪潮帶動 電纜業訂單看到五年後,2021/2/23
2014,中鴻,陸調控鋼鐵產能 台廠利多,2021/2/23
2327,國巨,國巨晶片電阻 3月漲15~25%,2021/2/23
2347,聯強,杜書全：聯強2021獲利大躍進,2021/2/23
2351,順德,銅價大漲 導線架廠接單滿到下半年,2021/2/23
2383,台光電,需求復甦 台CCL廠後市看俏,2021/2/23
2392,正崴,正崴報捷 奪下新蘋單,2021/2/23
2393,億光,億光雙利多 上半年看俏,2021/2/23
2472,立隆電,鋁電供需缺口續存 交期延長擋不住,2021/2/23
2530,華建,華建砸13.24億獵三地 首度揮軍台中,2021/2/23
2610,華航,航空雙雄 最壞情況已過,2021/2/23
2618,長榮航,航空雙雄 最壞情況已過,2021/2/23
2801,彰銀,工商協進會 籲降金融營業稅,2021/2/23
2880,華南金,工商協進會 籲降金融營業稅,2021/2/23
2884,玉山金,工商協進會 籲降金融營業稅,2021/2/23
2886,兆豐金,工商協進會 籲降金融營業稅,2021/2/23
2887,台新金,工商協進會 籲降金融營業稅,2021/2/23
2891,中信金,工商協進會 籲降金融營業稅,2021/2/23
2892,第一金,工商協進會 籲降金融營業稅,2021/2/23
3008,大立光,上市櫃新高 大立光配息91.5元,2021/2/23
3034,聯詠,京東方卡進蘋鏈 聯詠沾光,2021/2/23
3090,日電貿,鋁電供需缺口續存 交期延長擋不住,2021/2/23
3714,富采,蘋果iPad Pro新品 蓄勢待發,2021/2/23
5285,界霖,銅價大漲 導線架廠接單滿到下半年,2021/2/23
5306,桂盟,自行車廠 訂單滿到明年,2021/2/23
5371,中光電,中光電 海外大擴產,2021/2/23
5880,合庫金,工商協進會 籲降金融營業稅,2021/2/23
5904,寶雅,展店效益顯現 寶雅去年EPS 21.6元,2021/2/23
5905,南仁湖,南仁湖/大魯閣 2月看旺,2021/2/23
6121,新普,新普小金雞AES-KY 3月下旬上市,2021/2/23
6147,頎邦,客戶追單 頎邦Q1營運紅不讓,2021/2/23
6213,聯茂,需求復甦 台CCL廠後市看俏,2021/2/23
6271,同欣電,5G超熱 同欣電變相漲價,2021/2/23
6274,台燿,需求復甦 台CCL廠後市看俏,2021/2/23
6456,GIS-KY,GIS-KY攜京東方 擴大供貨蘋果,2021/2/23
6505,台塑化,物價看升 能源/原料股漲相佳,2021/2/23
6548,長科*,銅價大漲 導線架廠接單滿到下半年,2021/2/23
6589,台康生技,台康生技 乳癌新藥本季解盲,2021/2/23
6672,騰輝電子-KY,需求復甦 台CCL廠後市看俏,2021/2/23
6679,鈺太,鈺太 傳打入特斯拉供應鏈,2021/2/23
9914,美利達,自行車廠 訂單滿到明年,2021/2/23
9921,巨大,自行車廠 訂單滿到明年,2021/2/23
1301,台塑,石化行情大漲 PVC暫停報價,2021/2/22
1303,南亞,石化行情大漲 PVC暫停報價,2021/2/22
1305,華夏,石化行情大漲 PVC暫停報價,2021/2/22
1313,聯成,石化行情大漲 PVC暫停報價,2021/2/22
1530,亞崴,工具機春燕到 接單大爆發,2021/2/22
1530,亞崴,智慧機械投抵 業界籲延五年,2021/2/22
1531,高林股,高林股、強信-KY訂單 看到Q2,2021/2/22
1536,和大,特斯拉衝銷量 供應鏈歡呼,2021/2/22
1583,程泰,工具機春燕到 接單大爆發,2021/2/22
1583,程泰,智慧機械投抵 業界籲延五年,2021/2/22
1605,華新,紐約COMEX銅價 升至2011年9月來高峰,2021/2/22
2035,唐榮,鎳價飆升 燁聯、唐榮盤價看漲,2021/2/22
2049,上銀,工具機春燕到 接單大爆發,2021/2/22
2049,上銀,智慧機械投抵 業界籲延五年,2021/2/22
2105,正新,正新輪胎美稅率 大降,2021/2/22
2233,宇隆,環保車夯 汽車零件業大擴產,2021/2/22
2317,鴻海,劉揚偉：鴻海今年推三款電動車,2021/2/22
2324,仁寶,NB代工五哥出貨 大摩上修,2021/2/22
2327,國巨,被動元件 掀新一波漲勢,2021/2/22
2356,英業達,NB代工五哥出貨 大摩上修,2021/2/22
2376,技嘉,輝達瘋挖礦 微星/技嘉利多,2021/2/22
2377,微星,輝達瘋挖礦 微星/技嘉利多,2021/2/22
2382,廣達,NB代工五哥出貨 大摩上修,2021/2/22
2408,南亞科,Q2傳缺貨 DRAM現貨價飆,2021/2/22
2408,南亞科,記憶體轉旺 大和喊買南亞科,2021/2/22
2409,友達,雙虎大爆單 季季賺百億,2021/2/22
2474,可成,非蘋折疊機齊發 概念股樂,2021/2/22
2492,華新科,被動元件 掀新一波漲勢,2021/2/22
2609,陽明,陽明 去年12月大賺50億,2021/2/22
2614,東森,東森養金雞 強攻四領域,2021/2/22
2726,雅茗-KY,雅茗-KY 拚獲利重返高檔,2021/2/22
3014,聯陽,聯陽去年EPS 5.83元 創高,2021/2/22
3017,奇鋐,非蘋折疊機齊發 概念股樂,2021/2/22
3231,緯創,NB代工五哥出貨 大摩上修,2021/2/22
3260,威剛,Q2傳缺貨 DRAM現貨價飆,2021/2/22
3481,群創,雙虎大爆單 季季賺百億,2021/2/22
3527,聚積,聚積啖Mini LED 出貨步高峰,2021/2/22
3552,同致,特斯拉衝銷量 供應鏈歡呼,2021/2/22
3576,聯合再生,太陽能熱轉 接單爆發,2021/2/22
3665,貿聯-KY,特斯拉衝銷量 供應鏈歡呼,2021/2/22
4510,高鋒,工具機春燕到 接單大爆發,2021/2/22
4526,東台,工具機春燕到 接單大爆發,2021/2/22
4526,東台,智慧機械投抵 業界籲延五年,2021/2/22
4533,協易機,工具機春燕到 接單大爆發,2021/2/22
4555,氣立,工具機春燕到 接單大爆發,2021/2/22
4560,強信-KY,高林股、強信-KY訂單 看到Q2,2021/2/22
4576,大銀微系統,智慧機械投抵 業界籲延五年,2021/2/22
4581,光隆精密-KY,環保車夯 汽車零件業大擴產,2021/2/22
4912,聯德控股-K,聯德控股-KY 今年拚賺1.5個股本,2021/2/22
4967,十銓,Q2傳缺貨 DRAM現貨價飆,2021/2/22
5299,杰力,MOSFET看漲 大中、杰力同樂,2021/2/22
5309,系統電,系統電 擴大出貨特斯拉,2021/2/22
5439,高技,車電、半導體需求旺 高技訂單看到Q2,2021/2/22
5478,智冠,智冠衝業績 三路進擊,2021/2/22
6288,聯嘉,特斯拉衝銷量 供應鏈歡呼,2021/2/22
6435,大中,MOSFET看漲 大中、杰力同樂,2021/2/22
6443,元晶,太陽能熱轉 接單爆發,2021/2/22
6477,安集,太陽能熱轉 接單爆發,2021/2/22
6541,泰福-KY,泰福-KY乳癌相似藥 解盲達標,2021/2/22
9957,燁聯,鎳價飆升 燁聯、唐榮盤價看漲,2021/2/22
1301,台塑,冰風暴效應 台塑調漲報價,2021/2/19
1301,台塑,遠東五大泛用樹脂 瘋漲,2021/2/19
1304,台聚,冰風暴效應 台塑調漲報價,2021/2/19
1305,華夏,遠東五大泛用樹脂 瘋漲,2021/2/19
1308,亞聚,冰風暴效應 台塑調漲報價,2021/2/19
1308,亞聚,遠東五大泛用樹脂 瘋漲,2021/2/19
1309,台達化,遠東五大泛用樹脂 瘋漲,2021/2/19
1312,國喬,遠東五大泛用樹脂 瘋漲,2021/2/19
1313,聯成,遠東五大泛用樹脂 瘋漲,2021/2/19
1326,台化,遠東五大泛用樹脂 瘋漲,2021/2/19
2330,台積電,劉德音：台積電3奈米進度超前,2021/2/19
2337,旺宏,德州大雪衝擊 高階NOR缺貨加劇,2021/2/19
2376,技嘉,比特幣衝高 年底挑戰10萬美元,2021/2/19
2377,微星,比特幣衝高 年底挑戰10萬美元,2021/2/19
3034,聯詠,聯詠 Q1營收拚新高,2021/2/19
3515,華擎,比特幣衝高 年底挑戰10萬美元,2021/2/19
3529,力旺,力旺/同欣電 目標價獲外資上修,2021/2/19
3596,智易,智易 Q1營收挑戰新高,2021/2/19
3661,世芯-KY,比特幣衝高 年底挑戰10萬美元,2021/2/19
4162,智擎,智擎癌藥銷售 5.6億入帳,2021/2/19
5434,崇越,日強震效應 光阻液供應商停工,2021/2/19
6116,彩晶,彩晶 躍居面板獲利王,2021/2/19
6150,撼訊,比特幣衝高 年底挑戰10萬美元,2021/2/19
6173,信昌電,5G基建應用耕耘有成 信昌電訂單能見度清晰,2021/2/19
6223,旺矽,雍智科技/精測/旺矽 熱到下半年,2021/2/19
6271,同欣電,力旺/同欣電 目標價獲外資上修,2021/2/19
6510,精測,雍智科技/精測/旺矽 熱到下半年,2021/2/19
6547,高端疫苗,高端疫苗新冠疫苗 進度跨步,2021/2/19
6648,斯其大,斯其大 強攻IoT拓版圖,2021/2/19
6679,鈺太,鈺太 今年出貨拚翻倍,2021/2/19
6683,雍智科技,雍智科技/精測/旺矽 熱到下半年,2021/2/19
6732,昇佳電子,5G智慧機猛拉貨 昇佳電子樂翻,2021/2/19
8454,富邦媒,富邦媒去年EPS 13.87元 歷來最佳,2021/2/19
1210,大成,大成/卜蜂 元月業績報喜,2021/2/18
1215,卜蜂,大成/卜蜂 元月業績報喜,2021/2/18
1304,台聚,泛用樹脂拉貨潮 華夏/台聚營運添柴火,2021/2/18
1305,華夏,泛用樹脂拉貨潮 華夏/台聚營運添柴火,2021/2/18
1319,東陽,大陸車市夯 汽車零件廠1月業績進補,2021/2/18
1504,東元,東元/大同 攻動力系統,2021/2/18
1517,利奇,自行車族群 元月營收噴發,2021/2/18
1530,亞崴,工具機廠接單回升 訂單看到Q2,2021/2/18
2002,中鋼,八年高點 中鋼1月大賺36億,2021/2/18
2049,上銀,工具機廠接單回升 訂單看到Q2,2021/2/18
2233,宇隆,宇隆 強攻新能源車,2021/2/18
2308,台達電,台達電1月營收 同期最佳,2021/2/18
2317,鴻海,鴻海 獨家代工5G黑莓機,2021/2/18
2351,順德,車用IGBT模組封裝需求猛 台系導線架廠拚逐季增,2021/2/18
2371,大同,東元/大同 攻動力系統,2021/2/18
2409,友達,電視面板採購 Q2估增二成,2021/2/18
2441,超豐,消費IC、MCU封裝大爆棚 Q2漲價計畫蠢動,2021/2/18
2449,京元電子,精材、京元電子 接單滿到下半年,2021/2/18
2458,義隆,義隆去年豐收 大方派息9元,2021/2/18
2605,新興,BDI暴漲 散裝船運牛氣沖天,2021/2/18
2606,裕民,BDI暴漲 散裝船運牛氣沖天,2021/2/18
2609,陽明,海運熱 陽明/萬海1月營收創高,2021/2/18
2610,華航,華航雙利基 今年有賺頭,2021/2/18
2612,中航,BDI暴漲 散裝船運牛氣沖天,2021/2/18
2615,萬海,海運熱 陽明/萬海1月營收創高,2021/2/18
2617,台航,BDI暴漲 散裝船運牛氣沖天,2021/2/18
2637,慧洋-KY,BDI暴漲 散裝船運牛氣沖天,2021/2/18
3019,亞光,亞光 車載鏡頭出貨爆發,2021/2/18
3042,晶技,晶技 1月自結稅前獲利創高,2021/2/18
3260,威剛,德州大停電 三星NAND廠停工,2021/2/18
3346,麗清,大陸車市夯 汽車零件廠1月業績進補,2021/2/18
3374,精材,精材、京元電子 接單滿到下半年,2021/2/18
3481,群創,電視面板採購 Q2估增二成,2021/2/18
3625,西勝,兩輪電動車 科技廠搶進,2021/2/18
4526,東台,工具機廠接單回升 訂單看到Q2,2021/2/18
4919,新唐,消費IC、MCU封裝大爆棚 Q2漲價計畫蠢動,2021/2/18
4967,十銓,德州大停電 三星NAND廠停工,2021/2/18
5285,界霖,車用IGBT模組封裝需求猛 台系導線架廠拚逐季增,2021/2/18
5306,桂盟,自行車族群 元月營收噴發,2021/2/18
6121,新普,兩輪電動車 科技廠搶進,2021/2/18
6202,盛群,消費IC、MCU封裝大爆棚 Q2漲價計畫蠢動,2021/2/18
6230,尼得科超眾,超眾 新廠將投產,2021/2/18
6269,台郡,台郡今年資本支出將翻倍 本季產值拚年增五成,2021/2/18
6411,晶焱,晶焱TVS新品 瞄準智慧汽車,2021/2/18
6547,高端疫苗,高端疫苗/聯亞新冠疫苗 政府將洽購千萬劑,2021/2/18
6609,瀧澤科,工具機廠接單回升 訂單看到Q2,2021/2/18
8271,宇瞻,德州大停電 三星NAND廠停工,2021/2/18
8299,群聯,德州大停電 三星NAND廠停工,2021/2/18
8464,億豐,億豐擁雙多 外資喊加碼,2021/2/18
9914,美利達,自行車族群 元月營收噴發,2021/2/18
9921,巨大,自行車族群 元月營收噴發,2021/2/18
1904,正隆,紙箱缺很大 工紙三雄產能全開,2021/2/17
1907,永豐餘,紙箱缺很大 工紙三雄產能全開,2021/2/17
1909,榮成,紙箱缺很大 工紙三雄產能全開,2021/2/17
2002,中鋼,必和必拓獲利飆 新一波超級周期來了,2021/2/17
2014,中鴻,必和必拓獲利飆 新一波超級周期來了,2021/2/17
2303,聯電,格芯：半導體榮景不是泡沫,2021/2/17
2317,鴻海,蘋果新品連發 台鏈添利多,2021/2/17
2324,仁寶,NB第1季淡季不淡 就怕缺料扯後腿,2021/2/17
2324,仁寶,蘋果新品連發 台鏈添利多,2021/2/17
2330,台積電,台積訂單塞爆 急調千人趕工,2021/2/17
2330,台積電,電價連六凍...機率大,2021/2/17
2344,華邦電,DRAM狂漲 南亞科、華邦電受惠,2021/2/17
2353,宏碁,NB第1季淡季不淡 就怕缺料扯後腿,2021/2/17
2357,華碩,NB第1季淡季不淡 就怕缺料扯後腿,2021/2/17
2377,微星,比特幣 突破五萬美元大關,2021/2/17
2377,微星,虛擬幣熱 顯卡爆最大缺貨潮,2021/2/17
2382,廣達,NB第1季淡季不淡 就怕缺料扯後腿,2021/2/17
2404,漢唐,漢唐、帆宣 接單拚新高,2021/2/17
2408,南亞科,DRAM狂漲 南亞科、華邦電受惠,2021/2/17
2454,聯發科,IC設計雙雄 迎最旺Q1,2021/2/17
2603,長榮,航商搶造新船 史上最大手筆,2021/2/17
2606,裕民,航商搶造新船 史上最大手筆,2021/2/17
2609,陽明,航商搶造新船 史上最大手筆,2021/2/17
2612,中航,航商搶造新船 史上最大手筆,2021/2/17
2615,萬海,航商搶造新船 史上最大手筆,2021/2/17
2617,台航,航商搶造新船 史上最大手筆,2021/2/17
2637,慧洋-KY,航商搶造新船 史上最大手筆,2021/2/17
2882,國泰金,國泰金 元月海賺217億,2021/2/17
2891,中信金,金控元月獲利報喜 全年將戰4千億,2021/2/17
2903,遠百,百貨業 連假人潮擠爆,2021/2/17
2915,潤泰全,百貨業 連假人潮擠爆,2021/2/17
3017,奇鋐,散熱族群 商機大開,2021/2/17
3034,聯詠,IC設計雙雄 迎最旺Q1,2021/2/17
3042,晶技,石英元件廠 Q1淡季不淡,2021/2/17
3044,健鼎,車電需求強 臻鼎-KY/健鼎/泰鼎-KY看俏,2021/2/17
3324,雙鴻,散熱族群 商機大開,2021/2/17
3338,泰碩,散熱族群 商機大開,2021/2/17
3481,群創,特斯拉新車裝3螢幕 面板業進補,2021/2/17
3515,華擎,比特幣 突破五萬美元大關,2021/2/17
3515,華擎,虛擬幣熱 顯卡爆最大缺貨潮,2021/2/17
4927,泰鼎-KY,車電需求強 臻鼎-KY/健鼎/泰鼎-KY看俏,2021/2/17
4958,臻鼎-KY,車電需求強 臻鼎-KY/健鼎/泰鼎-KY看俏,2021/2/17
6150,撼訊,比特幣 突破五萬美元大關,2021/2/17
6150,撼訊,虛擬幣熱 顯卡爆最大缺貨潮,2021/2/17
6196,帆宣,漢唐、帆宣 接單拚新高,2021/2/17
6230,尼得科超眾,散熱族群 商機大開,2021/2/17
6505,台塑化,油價飆 台塑化獲利雙引擎就位,2021/2/17
8046,南電,MSCI成分股 增南電刪佳格,2021/2/17
8109,博大,博大擴產 營運添動能,2021/2/17
8289,泰藝,石英元件廠 Q1淡季不淡,2021/2/17
1530,亞崴,接單滿載 工具機大廠加班過春節,2021/2/5
2049,上銀,接單滿載 工具機大廠加班過春節,2021/2/5
2204,中華,電動機車及時雨 北市補助來了,2021/2/5
2313,華通,HDI發威 台光電、華通不淡,2021/2/5
2317,鴻海,"元月大驚奇 鴻海營收衝上5,000億",2021/2/5
2357,華碩,華碩衝刺AIoT 結盟振樺電,2021/2/5
2383,台光電,HDI發威 台光電、華通不淡,2021/2/5
2409,友達,面板雙虎犀利 上季大賺,2021/2/5
2454,聯發科,高通晶片拉警報 聯發科搶市,2021/2/5
2504,國產,國產出貨爆發 Q1營收戰新高,2021/2/5
2610,華航,空運大爆艙 運價變相調漲,2021/2/5
2618,長榮航,空運大爆艙 運價變相調漲,2021/2/5
3034,聯詠,IC設計業：全球晶片大缺貨,2021/2/5
3034,聯詠,聯詠 本季不淡,2021/2/5
3227,原相,IC設計業：全球晶片大缺貨,2021/2/5
3481,群創,面板雙虎犀利 上季大賺,2021/2/5
3711,日月光投控,日月光投控：封裝產能會缺一整年,2021/2/5
4526,東台,接單滿載 工具機大廠加班過春節,2021/2/5
4528,江興鍛,智伸科/江興鍛 元月營收報喜,2021/2/5
4551,智伸科,智伸科/江興鍛 元月營收報喜,2021/2/5
4561,健椿,陸內需熱 健樁訂單看到Q2,2021/2/5
4927,泰鼎-KY,需求強 泰鼎-KY 1月業績強強滾,2021/2/5
4953,緯軟,資服市場熱 緯軟樂看2021年,2021/2/5
4966,譜瑞-KY,IC設計業：全球晶片大缺貨,2021/2/5
4966,譜瑞-KY,譜瑞-KY去年EPS 44.86元 樂觀成長動能,2021/2/5
5609,中菲行,空運大爆艙 運價變相調漲,2021/2/5
6412,群電,群電報捷 元月營收登頂,2021/2/5
8114,振樺電,華碩衝刺AIoT 結盟振樺電,2021/2/5
8299,群聯,SSD控制IC惜售 牽動供需,2021/2/5
1477,聚陽,聚陽 Q1營運衝兩位數成長,2021/2/4
1590,亞德客-KY,亞德客-KY上半年產能滿載 將旺到8月,2021/2/4
2002,中鋼,中鋼Q1接單 可望提前達標,2021/2/4
2031,新光鋼,新光鋼接單滿檔 看旺到Q3,2021/2/4
2409,友達,友達迎春燕 資本支出倍增,2021/2/4
2459,敦吉,敦吉2020年三率三升 每股賺4.24元,2021/2/4
